,Kategori,Link
2370,genel-gundem,https://www.dunyahalleri.com/nazilerin-gizli-silahlari/
2373,genel-gundem,https://www.dunyahalleri.com/en-tehlikeli-uyusturucu-meth/
2376,genel-gundem,https://www.dunyahalleri.com/iskocya-da-evrensel-vatandaslik-maasini-deneyecek/
2379,genel-gundem,https://www.dunyahalleri.com/mark-zuckerberg-sonunda-diplomasini-aldi/
2383,genel-gundem,https://www.dunyahalleri.com/tayvan-escinsel-evlilige-izin-veren-ilk-asya-ulkesi-olabilir/
2386,genel-gundem,https://www.dunyahalleri.com/instagramcilarin-favori-turistik-mekanlari/
2389,genel-gundem,https://www.dunyahalleri.com/fenerbahceden-tarihi-basari/
2392,genel-gundem,https://www.dunyahalleri.com/isvicre-nukleer-enerjiden-vazgeciyor/
2395,genel-gundem,https://www.dunyahalleri.com/hollanda-kralinin-gizli-hayati/
2398,genel-gundem,https://www.dunyahalleri.com/dunyada-hala-46-milyon-kole-var/
2401,genel-gundem,https://www.dunyahalleri.com/turkiyede-gencligin-durumu/
2404,genel-gundem,https://www.dunyahalleri.com/kopekler-cocuklarin-stresini-azaltiyor/
2407,genel-gundem,https://www.dunyahalleri.com/gelecegin-otomobil-kabinlerine-dair-tasarimlar/
2410,genel-gundem,https://www.dunyahalleri.com/bill-gatesten-gelecege-dair-tahminler/
2413,genel-gundem,https://www.dunyahalleri.com/ucuslara-bilgisayar-tablet-yasagi/
2416,genel-gundem,https://www.dunyahalleri.com/avrupada-ingilizce-onemini-yitiriyor/
2419,genel-gundem,https://www.dunyahalleri.com/kafeinli-bagel/
2422,genel-gundem,https://www.dunyahalleri.com/stres-carki-yaraticisina-yaramadi/
2425,genel-gundem,https://www.dunyahalleri.com/japonyanin-kisir-dongusu-suruyor/
2429,genel-gundem,https://www.dunyahalleri.com/google-ceosunun-zorlu-yasami/
2432,genel-gundem,https://www.dunyahalleri.com/hindistan-butun-araclarini-elektrikliye-cevirecek/
2435,genel-gundem,https://www.dunyahalleri.com/ingilizceye-yeni-bir-terim-eklendi-sheeple/
2438,genel-gundem,https://www.dunyahalleri.com/guvenlik-robotuna-saldiran-sarhos-tutuklandi/
2441,genel-gundem,https://www.dunyahalleri.com/gelecegi-donusturen-20-kisi/
2444,genel-gundem,https://www.dunyahalleri.com/jack-ma-dunyayi-aci-dolu-30-yil-bekliyor/
2447,genel-gundem,https://www.dunyahalleri.com/bill-gates-cocuklarina-14-yasina-kadar-telefonu-yasakladi/
2450,genel-gundem,https://www.dunyahalleri.com/makine-ahlakina-teslimiyet-kacinilmaz-mi/
2453,genel-gundem,https://www.dunyahalleri.com/mobil-uygulamalarda-facebook-hakimiyeti/
2456,genel-gundem,https://www.dunyahalleri.com/tuz-sizi-susatmiyor-aciktiriyor/
2459,genel-gundem,https://www.dunyahalleri.com/sanal-gerceklik-izlemede-dunya-rekoru-kirildi/
2462,genel-gundem,https://www.dunyahalleri.com/dunya-isinmaya-devam-ediyor/
2465,genel-gundem,https://www.dunyahalleri.com/kanada-esrari-tamamen-serbest-birakacak/
2468,genel-gundem,https://www.dunyahalleri.com/9-yasinda-bir-kiz-hindistan-hukumetini-dava-etti/
2471,genel-gundem,https://www.dunyahalleri.com/abdde-zenginler-fakirlere-gore-15-yil-daha-fazla-yasiyor/
2475,genel-gundem,https://www.dunyahalleri.com/japonya-sevismemekten-kuruyacak/
2478,genel-gundem,https://www.dunyahalleri.com/su-icme-eylemine-yeni-bir-yaklasim/
2481,genel-gundem,https://www.dunyahalleri.com/iklim-degisikligini-20-yilda-yariya-indirebiliriz/
2484,genel-gundem,https://www.dunyahalleri.com/hindistanda-maymunlarla-yasayan-bir-kiz-bulundu/
2487,genel-gundem,https://www.dunyahalleri.com/google-sadece-bir-arama-motoru-degil/
2490,genel-gundem,https://www.dunyahalleri.com/71-milyon-dolarlik-elmas/
2493,genel-gundem,https://www.dunyahalleri.com/kendi-yaptigi-robotla-evlendi/
2496,genel-gundem,https://www.dunyahalleri.com/tesla-satislari-rekora-kosuyor/
2499,genel-gundem,https://www.dunyahalleri.com/dunyanin-verileri-dunya-arktik-arsivinde-saklanacak/
2502,genel-gundem,https://www.dunyahalleri.com/ucakta-elektronik-yasagiyla-mucadele-yontemleri/
2505,genel-gundem,https://www.dunyahalleri.com/piton-yilanindan-insan-cikti/
2508,genel-gundem,https://www.dunyahalleri.com/kimsenin-7siyle-70i-bir-degil/
2511,genel-gundem,https://www.dunyahalleri.com/zenginler-kiyametten-nasil-kurtulacak/
2514,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-sert-kahvesi-black-insomnia/
2517,genel-gundem,https://www.dunyahalleri.com/olumden-en-az-korkanlar-ateistler-asiri-dindarlar/
2521,genel-gundem,https://www.dunyahalleri.com/komplocu-zihniyet-degistirilebilir/
2524,genel-gundem,https://www.dunyahalleri.com/meksika-hapishanesinden-tunelli-firar/
2527,genel-gundem,https://www.dunyahalleri.com/nehre-yasama-hakki-tanindi/
2530,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-sagliklilari-italyanlar/
2533,genel-gundem,https://www.dunyahalleri.com/bill-gates-hala-en-zengin/
2536,genel-gundem,https://www.dunyahalleri.com/dunya-mutluluk-raporu-aciklandi/
2539,genel-gundem,https://www.dunyahalleri.com/stephen-hawking-uzaya-gidiyor/
2542,genel-gundem,https://www.dunyahalleri.com/facebook-mac-yayin-ihalelerine-giriyor/
2545,genel-gundem,https://www.dunyahalleri.com/imkansiz-burger-restoranlara-giriyor/
2548,genel-gundem,https://www.dunyahalleri.com/cocuklarinizi-sahte-justin-bieberdan-uzak-tutun/
2551,genel-gundem,https://www.dunyahalleri.com/norvecte-yeni-araclarin-yarisi-cevre-dostu/
2554,genel-gundem,https://www.dunyahalleri.com/barcelonada-seks-robotu-genelevi-acildi/
2557,genel-gundem,https://www.dunyahalleri.com/pandalar-siyah-beyazdir/
2560,genel-gundem,https://www.dunyahalleri.com/yapay-zeka-kanser-teshisinde-doktorlardan-daha-iyi/
2563,genel-gundem,https://www.dunyahalleri.com/garmin-muhendisi-cinayete-kurban-gitti/
2567,genel-gundem,https://www.dunyahalleri.com/trafigi-en-cileli-sehirler/
2570,genel-gundem,https://www.dunyahalleri.com/kuresel-tohum-kasasina-50-bin-tohum-daha-eklendi/
2573,genel-gundem,https://www.dunyahalleri.com/dunyayi-yavas-yavas-yok-ediyoruz/
2576,genel-gundem,https://www.dunyahalleri.com/gozetleyen-buyuk-birader-degil-buyuk-ogretmen/
2579,genel-gundem,https://www.dunyahalleri.com/buyuk-okyanusta-yeni-kita-bulundu/
2582,genel-gundem,https://www.dunyahalleri.com/second-lifeta-kurulan-engelsiz-dunyalar/
2585,genel-gundem,https://www.dunyahalleri.com/ashton-kutcher-insan-kacakciligi-ile-mucadele-ediyor/
2588,genel-gundem,https://www.dunyahalleri.com/unilever-singapurda-paylasimli-ofis-acti/
2591,genel-gundem,https://www.dunyahalleri.com/yuval-noah-harari-ile-insanlik-gelecegi-ustune-soylesi/
2594,genel-gundem,https://www.dunyahalleri.com/rusya-snowdeni-iade-edecek-iddiasi/
2597,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-yenilikci-sirketleri/
2600,genel-gundem,https://www.dunyahalleri.com/uber-yuva-yikti/
2603,genel-gundem,https://www.dunyahalleri.com/vatandaslik-maasi-cozum-mu-sorun-mu/
2606,genel-gundem,https://www.dunyahalleri.com/concorde-son-yolculugunu-tamamladi/
2609,genel-gundem,https://www.dunyahalleri.com/twitterda-tacize-karsi-mucadele-seferberligi/
2613,genel-gundem,https://www.dunyahalleri.com/hint-okyanusunda-kayip-bir-kita-bulundu/
2616,genel-gundem,https://www.dunyahalleri.com/cin-50-milyon-istihdam-yaratacak/
2619,genel-gundem,https://www.dunyahalleri.com/ab-icindeki-dolasim-ucretleri-kalkiyor/
2622,genel-gundem,https://www.dunyahalleri.com/moovit-toplu-tasimacilik-raporunu-yayinladi/
2625,genel-gundem,https://www.dunyahalleri.com/sempanzeler-diktatorleri-oldurup-yiyor/
2628,genel-gundem,https://www.dunyahalleri.com/bill-gates-iklim-degisikligine-karsi-uyardi/
2631,genel-gundem,https://www.dunyahalleri.com/kiyamete-25-dakika-kaldi/
2634,genel-gundem,https://www.dunyahalleri.com/dunyanin-yuzde-85i-yolsuzluk-bataginda/
2637,genel-gundem,https://www.dunyahalleri.com/dunyanin-ilk-dijital-elcisi/
2640,genel-gundem,https://www.dunyahalleri.com/beden-parcalarindan-takilar/
2643,genel-gundem,https://www.dunyahalleri.com/yagmurlar-ekerim-gogun-gogsune/
2646,genel-gundem,https://www.dunyahalleri.com/abdnin-en-pahali-evi-milyarder/
2649,genel-gundem,https://www.dunyahalleri.com/zalim-bir-toprak-agasi-olarak-zuckerberg/
2652,genel-gundem,https://www.dunyahalleri.com/yeni-potus-donald-trump/
2655,genel-gundem,https://www.dunyahalleri.com/cia-12-milyon-gizli-belgeyi-halka-acti/
2659,genel-gundem,https://www.dunyahalleri.com/fransadan-girisimcilere-vize-kolayligi/
2662,genel-gundem,https://www.dunyahalleri.com/kuresel-gelir-adaletsizligi/
2665,genel-gundem,https://www.dunyahalleri.com/japonya-emeklilik-yasini-yukseltmek-istiyor/
2668,genel-gundem,https://www.dunyahalleri.com/istanbul-buyuklugunde-buz-dagi-olusuyor/
2671,genel-gundem,https://www.dunyahalleri.com/yenilenebilir-enerjide-bir-basari-oykusu-daha-kosta-rika/
2674,genel-gundem,https://www.dunyahalleri.com/cin-fildisi-ticaretini-yasakliyor/
2677,genel-gundem,https://www.dunyahalleri.com/antarktikadaki-gizemli-devasa-obje/
2680,genel-gundem,https://www.dunyahalleri.com/romanyada-cocuk-felci-vakalari-ortaya-cikiyor/
2683,genel-gundem,https://www.dunyahalleri.com/citalarin-nesli-tukenmek-uzere/
2686,genel-gundem,https://www.dunyahalleri.com/sahra-colune-37-yil-sonra-kar-yagdi/
2689,genel-gundem,https://www.dunyahalleri.com/regl-agrisini-kesen-cihaz-livia/
2692,genel-gundem,https://www.dunyahalleri.com/muslumanlarin-fislenmesine-destek-yok/
2695,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-allahsiz-sehri-hangisi/
2698,genel-gundem,https://www.dunyahalleri.com/metan-gazinin-artisi-ciddi-boyutlarda/
2701,genel-gundem,https://www.dunyahalleri.com/kickstarter-editorlerinden-2017-tahminleri/
2705,genel-gundem,https://www.dunyahalleri.com/12017-kutlu-olsun/
2708,genel-gundem,https://www.dunyahalleri.com/artan-dunya-nufusu-icin-yeni-yasam-alanlari/
2711,genel-gundem,https://www.dunyahalleri.com/pariste-hava-kirliligi-krizi/
2714,genel-gundem,https://www.dunyahalleri.com/cin-her-vatandasina-puan-verecek/
2717,genel-gundem,https://www.dunyahalleri.com/ogrenmenin-algoritmasi/
2720,genel-gundem,https://www.dunyahalleri.com/ingiltere-futbol-kuluplerinde-taciz-skandali/
2723,genel-gundem,https://www.dunyahalleri.com/cindeki-gizemli-altigen-yapilar/
2726,genel-gundem,https://www.dunyahalleri.com/veri-merkezine-donusen-termik-santraller/
2729,genel-gundem,https://www.dunyahalleri.com/ilk-vatandaslik-maasi-denemesi-ocakta/
2732,genel-gundem,https://www.dunyahalleri.com/tokyoya-54-sene-sonra-kar-yagdi/
2735,genel-gundem,https://www.dunyahalleri.com/san-francisco-rayli-sistemi-rehin-alindi/
2738,genel-gundem,https://www.dunyahalleri.com/selfie-ugruna-olumlerle-mucadele/
2741,genel-gundem,https://www.dunyahalleri.com/volkswagen-30-bin-kisiyi-isten-cikaracak/
2744,genel-gundem,https://www.dunyahalleri.com/piramidin-icinde-piramit-bulundu/
2747,genel-gundem,https://www.dunyahalleri.com/kulakliginiz-sizi-dinliyor-olabilir/
2751,genel-gundem,https://www.dunyahalleri.com/atmyi-ayirt-edemeyen-banka-hirsizlari/
2754,genel-gundem,https://www.dunyahalleri.com/sekerli-icecekler-diyabete-yol-acabiliyor/
2757,genel-gundem,https://www.dunyahalleri.com/hawking-insanligin-son-1000-yili/
2760,genel-gundem,https://www.dunyahalleri.com/asya-ulkelerinin-yenilenebilir-enerji-sebekesi/
2763,genel-gundem,https://www.dunyahalleri.com/saglik-endisesi-kalp-krizini-tetikliyor/
2766,genel-gundem,https://www.dunyahalleri.com/trump-yuzunden-kanada-gocmenlik-sitesi-coktu/
2769,genel-gundem,https://www.dunyahalleri.com/abd-yeni-baskanini-seciyor/
2772,genel-gundem,https://www.dunyahalleri.com/hindistanda-hava-kirliligi-olumcul-boyutlarda/
2775,genel-gundem,https://www.dunyahalleri.com/milenyum-nesli-kahve-stoklarini-tuketiyor/
2778,genel-gundem,https://www.dunyahalleri.com/tum-dunyada-hayvan-nufusu-hizla-azaliyor/
2781,genel-gundem,https://www.dunyahalleri.com/izlanda-korsanlarin-eline-gecebilir/
2784,genel-gundem,https://www.dunyahalleri.com/iraktan-zehirli-kukurt-gazlari-geliyor/
2787,genel-gundem,https://www.dunyahalleri.com/bosanmayi-ongoren-iki-kritik-soru/
2790,genel-gundem,https://www.dunyahalleri.com/londra-polisine-giyilebilir-kamera/
2793,genel-gundem,https://www.dunyahalleri.com/asya-filleri-esitlikci-bir-yasam-suruyor/
2797,genel-gundem,https://www.dunyahalleri.com/arjantin-hukumetinin-e-oylama-talebi/
2800,genel-gundem,https://www.dunyahalleri.com/yakit-bentley-musterilerinin-ayagina-gelecek/
2803,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-buyuk-dinozor-izi/
2806,genel-gundem,https://www.dunyahalleri.com/egzersizle-ortaya-cikan-yag-yakma-hormonu/
2809,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-derin-sualti-magarasi/
2812,genel-gundem,https://www.dunyahalleri.com/30-yil-boyunca-teslim-olmayan-asker/
2815,genel-gundem,https://www.dunyahalleri.com/esyalarini-tamir-ettirene-vergi-indirimi/
2818,genel-gundem,https://www.dunyahalleri.com/tinder-arkadas-gruplarina-demokrasi-getiriyor/
2821,genel-gundem,https://www.dunyahalleri.com/grip-asisi-ile-ilgili-hurafeler-cevaplari/
2824,genel-gundem,https://www.dunyahalleri.com/petrol-tabanli-araclar-icin-son-20-yil/
2827,genel-gundem,https://www.dunyahalleri.com/fransada-plastik-bardak-yasagi/
2830,genel-gundem,https://www.dunyahalleri.com/telif-hakki-kutsal-degildir/
2833,genel-gundem,https://www.dunyahalleri.com/herkes-organ-bagiscisi-kabul-edilsin/
2836,genel-gundem,https://www.dunyahalleri.com/hbo-now-playstationa-geliyor/
2839,genel-gundem,https://www.dunyahalleri.com/dogal-alanlarin-onda-birini-yok-ettik/
2843,genel-gundem,https://www.dunyahalleri.com/kuzey-kore-5-nukleer-testini-gerceklestirdi/
2846,genel-gundem,https://www.dunyahalleri.com/blok-zinciri-ruzgarina-kapilmayin/
2849,genel-gundem,https://www.dunyahalleri.com/komunist-belediye-bal-satacak/
2852,genel-gundem,https://www.dunyahalleri.com/binlerce-fin-vatandaslik-geliri-alacak/
2855,genel-gundem,https://www.dunyahalleri.com/michio-kakunun-kusursuz-kapitalizmi/
2858,genel-gundem,https://www.dunyahalleri.com/trafik-sikisikliginin-en-basit-cozumu/
2861,genel-gundem,https://www.dunyahalleri.com/avrupanin-en-yasli-agaci-1075-yasinda/
2864,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-yasli-insani-145-yasinda/
2867,genel-gundem,https://www.dunyahalleri.com/kuveytte-vatandaslik-dna-tabanli-olacak/
2870,genel-gundem,https://www.dunyahalleri.com/yaslanma-sebepleri-onleme-yollari/
2873,genel-gundem,https://www.dunyahalleri.com/stonehenge-aslinda-bir-bilgisayardi/
2876,genel-gundem,https://www.dunyahalleri.com/gunde-7-saat-calismak-yeterli/
2879,genel-gundem,https://www.dunyahalleri.com/milenyum-gencleri-sevismiyor/
2882,genel-gundem,https://www.dunyahalleri.com/yeni-araba-kokusu-nereden-gelir/
2885,genel-gundem,https://www.dunyahalleri.com/ceo-kazandikca-sirketi-kaybediyor/
2889,genel-gundem,https://www.dunyahalleri.com/en-uzun-kisa-boylu-milletler-aciklandi/
2892,genel-gundem,https://www.dunyahalleri.com/dertlesecek-erkek-kiralama-hizmeti/
2895,genel-gundem,https://www.dunyahalleri.com/big-mac-bulamiyorlarsa-mcroyale-yesinler/
2898,genel-gundem,https://www.dunyahalleri.com/incirlikteki-hidrojen-bombalarinin-akibeti/
2901,genel-gundem,https://www.dunyahalleri.com/gelecekle-ilgili-10-can-sikici-ongoru/
2904,genel-gundem,https://www.dunyahalleri.com/arkeolojinin-gelecegi-uzayda-yatiyor/
2907,genel-gundem,https://www.dunyahalleri.com/moduler-telefonlar-tutar-mi/
2910,genel-gundem,https://www.dunyahalleri.com/klimasiz-serinleme-yontemleri/
2913,genel-gundem,https://www.dunyahalleri.com/amazonun-tetikledigi-robot-yarisi/
2916,genel-gundem,https://www.dunyahalleri.com/yollar-icin-gunes-enerjisi-panelleri/
2919,genel-gundem,https://www.dunyahalleri.com/vw-musterilerine-7-bin-dolar-odeyecek/
2922,genel-gundem,https://www.dunyahalleri.com/21800-2/
2925,genel-gundem,https://www.dunyahalleri.com/dunyanin-en-degerli-10-markasi/
2928,genel-gundem,https://www.dunyahalleri.com/bill-gates-servetini-dagitiyor/
2931,genel-gundem,https://www.dunyahalleri.com/isvicreliler-vatandaslik-maasini-reddetti/
2935,genel-gundem,https://www.dunyahalleri.com/yanit-bulamayacagimiz-8-felsefi-soru/
2938,genel-gundem,https://www.dunyahalleri.com/para-abdli-teknoloji-sirketlerinde/
2941,genel-gundem,https://www.dunyahalleri.com/mesai-disinda-e-posta-yasaktir/
2944,genel-gundem,https://www.dunyahalleri.com/ehliyetler-iphonea-yuklenecek/
2947,genel-gundem,https://www.dunyahalleri.com/arkadaslarin-yarisi-arkadas-degil/
2950,genel-gundem,https://www.dunyahalleri.com/medeniyetin-en-pahali-eserleri/
2953,genel-gundem,https://www.dunyahalleri.com/dort-yazardan-dort-kiyamet-senaryosu/
2956,genel-gundem,https://www.dunyahalleri.com/dokunulmazlik-olmadan-survivor-zor/
2959,genel-gundem,https://www.dunyahalleri.com/bisikletcilerin-teknolojik-dopingi/
2962,genel-gundem,https://www.dunyahalleri.com/robotlar-fabrikalari-isgal-ediyor/
2965,genel-gundem,https://www.dunyahalleri.com/kacinilmaz-kurakliga-dogru-geri-sayim/
2968,genel-gundem,https://www.dunyahalleri.com/kopek-baliklariyla-iki-gece/
2971,genel-gundem,https://www.dunyahalleri.com/yoksul-ulkelere-patentsiz-ilaclar/
2974,genel-gundem,https://www.dunyahalleri.com/yuzyilin-skandali-panamapapers/
2977,genel-gundem,https://www.dunyahalleri.com/telefonla-dolandiricilik-ustadinin-oykusu/
2981,genel-gundem,https://www.dunyahalleri.com/amerikan-ruyasi-asyada-daha-kolay/
2984,genel-gundem,https://www.dunyahalleri.com/sadece-robotlarin-calistigi-bir-dunya/
2987,genel-gundem,https://www.dunyahalleri.com/guzellik-yedi-cesittir/
2990,genel-gundem,https://www.dunyahalleri.com/soygun-icin-de-egitim-sart/
2993,genel-gundem,https://www.dunyahalleri.com/cocuklardan-buyuklere-teknoloji-dersleri/
2996,genel-gundem,https://www.dunyahalleri.com/hipsterlara-bir-darbe-de-fujifilmden/
2999,genel-gundem,https://www.dunyahalleri.com/starbucks-tereciye-tere-satacak/
3002,genel-gundem,https://www.dunyahalleri.com/forbes-milyarderler-listesini-acikladi/
3005,genel-gundem,https://www.dunyahalleri.com/googlein-ilk-kusurlu-trafik-kazasi/
3008,genel-gundem,https://www.dunyahalleri.com/yillik-600-dolara-adidas-aboneligi/
3011,genel-gundem,https://www.dunyahalleri.com/iphone-sifresini-kiramazsam-ayakkabimi-yerim/
3014,genel-gundem,https://www.dunyahalleri.com/gelecegin-akilli-evi-barbieye-nasip-oldu/
3017,genel-gundem,https://www.dunyahalleri.com/cinli-turistler-luks-pazarini-ihya-etti/
3020,genel-gundem,https://www.dunyahalleri.com/titanik-yeniden-sularla-bulusuyor/
3022,genel-gundem,https://www.dunyahalleri.com/category/tasarim-inovasyon/
3024,genel-gundem,https://www.dunyahalleri.com/patentlerin-krali-aramizdan-ayrildi/
3028,genel-gundem,https://www.dunyahalleri.com/kayitli-drone-sayisi-ucaklari-geride-birakti/
3031,genel-gundem,https://www.dunyahalleri.com/dunya-nufusunun-onlenemez-yukselisi/
3034,genel-gundem,https://www.dunyahalleri.com/barbie-sismanlar-da-sevgilisi-ne-yapmaz/
3037,genel-gundem,https://www.dunyahalleri.com/baliketli-barbie-ile-tanisin/
3040,genel-gundem,https://www.dunyahalleri.com/zika-virusu-hizla-yayiliyor/
3043,genel-gundem,https://www.dunyahalleri.com/sosyal-medya-4-bakanliga-emanet/
3046,teknoloji-bilim,https://www.dunyahalleri.com/yeni-kesfedilen-hucre-ile-karaciger-nakli-tarihe-karisabilir/
3047,teknoloji-bilim,https://www.dunyahalleri.com/category/teknoloji-bilim/
3049,teknoloji-bilim,https://www.dunyahalleri.com/no-more-ransom-projesi-108-milyon-dolarin-hackerlara-gitmesini-engelledi/
3050,teknoloji-bilim,https://www.dunyahalleri.com/category/internet-girisimler/
3052,teknoloji-bilim,https://www.dunyahalleri.com/yapay-zekanin-yazdigi-sahte-metinleri-anlayabilen-yapay-zeka/
3055,teknoloji-bilim,https://www.dunyahalleri.com/crispr-korlugu-tedavi-etmek-icin-ilk-kez-vucut-icinde-kullanilacak/
3058,teknoloji-bilim,https://www.dunyahalleri.com/ay-gorevinden-donen-astronotlarin-gumruk-belgesi/
3061,teknoloji-bilim,https://www.dunyahalleri.com/yapay-bogaz-konusma-engelliler-icin-cozum-olabilir/
3064,teknoloji-bilim,https://www.dunyahalleri.com/samsung-galaxy-foldu-eylulde-satisa-sunacak/
3067,teknoloji-bilim,https://www.dunyahalleri.com/yazilima-kasten-hata-ekleyen-yazilimci/
3070,teknoloji-bilim,https://www.dunyahalleri.com/ayda-dusundugumuzden-daha-fazla-su-olabilir/
3073,teknoloji-bilim,"https://www.dunyahalleri.com/tag/saglik,dijital-saglik/"
3074,teknoloji-bilim,https://www.dunyahalleri.com/iphone-4s-ve-oncesinde-uretilen-apple-cihazlar-icin-ios-guncellemesi-kullanima-sunuldu/
3077,teknoloji-bilim,https://www.dunyahalleri.com/abd-adalet-bakanligi-buyuk-sirketlere-yeni-bir-tekellesme-incelemesi-baslatiyor/
3080,teknoloji-bilim,https://www.dunyahalleri.com/petrol-ve-dogal-gaz-kuyulari-bebeklerde-kalp-sorunlarini-tetikliyor/
3083,teknoloji-bilim,https://www.dunyahalleri.com/huawei-kuzey-koreye-kablosuz-ag-altyapisi-kurulmasina-yardim-etmis/
3086,teknoloji-bilim,https://www.dunyahalleri.com/fransiz-mucit-mans-denizini-hoverboard-ile-gecmeyi-deneyecek/
3089,teknoloji-bilim,https://www.dunyahalleri.com/nasa-altin-ve-degerli-metallerden-olusan-bir-asteroidi-ziyaret-etmeyi-amacliyor/
3092,teknoloji-bilim,https://www.dunyahalleri.com/france-bisiklet-turunun-cekimleri-kendi-basina-bir-spor/
3095,teknoloji-bilim,https://www.dunyahalleri.com/google-chrome-playstore-ve-chrome-oste-hata-bulanlara-verecegi-odulleri-artirdi/
3098,teknoloji-bilim,https://www.dunyahalleri.com/bilimciler-iki-adada-sivrisinekleri-tamamen-yok-etti/
3101,teknoloji-bilim,https://www.dunyahalleri.com/agent-smith-virusu-gizlice-tum-uygulamalarinizi-degistiriyor/
3104,teknoloji-bilim,https://www.dunyahalleri.com/sempanzeler-birlikte-film-seyrettikleri-insanlarla-bag-kuruyor/
3107,teknoloji-bilim,https://www.dunyahalleri.com/insan-sinirlerinden-bin-kat-daha-hizli-algilayabilen-yapay-deri-uretildi/
3110,teknoloji-bilim,https://www.dunyahalleri.com/peter-thiel-fbi-ve-cia-googlei-sorusturmali/
3113,teknoloji-bilim,https://www.dunyahalleri.com/elon-musk-beyin-hackleme-planlarini-acikladi/
3116,teknoloji-bilim,https://www.dunyahalleri.com/nasa-uzayda-biber-uretmek-istiyor/
3119,teknoloji-bilim,https://www.dunyahalleri.com/tag/otomotiv/
3120,teknoloji-bilim,https://www.dunyahalleri.com/alzheimer-riskini-azaltan-5-sey/
3123,teknoloji-bilim,https://www.dunyahalleri.com/yapay-zeka-tarafindan-gelistirilen-ilk-asi/
3126,teknoloji-bilim,https://www.dunyahalleri.com/gorme-engelli-alti-hastanin-gorme-yetenegi-kismen-duzeltildi/
3129,teknoloji-bilim,https://www.dunyahalleri.com/air-france-bazi-havaalanlarinda-biyometrik-binis-test-edecek/
3132,teknoloji-bilim,https://www.dunyahalleri.com/yuval-noah-harari-insanlar-makinelerle-birlesmenin-esiginde/
3135,teknoloji-bilim,https://www.dunyahalleri.com/kendi-agirliginin-1000-katini-tasiyabilen-yapay-kas/
3138,teknoloji-bilim,https://www.dunyahalleri.com/alibabanin-yapay-zekasi-dili-anlama-testinde-rekor-kirdi/
3141,teknoloji-bilim,https://www.dunyahalleri.com/40-bin-yildir-donmus-olarak-korunan-kurtcuk-yeniden-hayata-donduruldu/
3144,teknoloji-bilim,https://www.dunyahalleri.com/kapali-alanlardaki-karbondioksit-oranlari-sagliga-zararli-olabilir/
3147,teknoloji-bilim,https://www.dunyahalleri.com/erkeklere-yapilacak-asiyla-rahim-agzi-kanseri-onlenebilecek/
3150,teknoloji-bilim,https://www.dunyahalleri.com/yaranin-uzerine-deri-ekleyerek-iyilesmesini-saglayan-cihaz-spincare/
3153,teknoloji-bilim,https://www.dunyahalleri.com/apple-mahremiyet-konusunda-googlea-reklam-panosu-uzerinden-yuklendi/
3156,teknoloji-bilim,https://www.dunyahalleri.com/hamilelik-surecinde-beslenme-ile-fetuste-otizm-gelismesi-arasinda-bir-iliski-olabilir-mi/
3159,teknoloji-bilim,https://www.dunyahalleri.com/arastirmacilar-paralel-evrenin-varligini-kanitlamaya-calisacak/
3162,teknoloji-bilim,https://www.dunyahalleri.com/felc-hasarini-iyilestirmek/
3166,teknoloji-bilim,https://www.dunyahalleri.com/bir-ucak-ilk-defa-otonom-inis-gerceklestirdi/
3169,teknoloji-bilim,https://www.dunyahalleri.com/otonom-araclarin-gelecegini-sekillendirecek-kurallar/
3172,teknoloji-bilim,https://www.dunyahalleri.com/sahte-samsung-guncellemesi-10-milyon-kullanici-tarafindan-yuklendi/
3175,teknoloji-bilim,https://www.dunyahalleri.com/doktorlar-hasta-cocugu-tedavi-edecek-ilaci-bulmak-icin-ilaclari-baliklar-uzerinde-denedi/
3178,teknoloji-bilim,https://www.dunyahalleri.com/birlesik-krallik-polisinin-kullandigi-yuz-tanima-teknolojisinin-hata-orani-yuzde-81/
3181,teknoloji-bilim,https://www.dunyahalleri.com/agac-dallarindan-yapilan-robot-yurumeyi-ogrendi/
3184,teknoloji-bilim,https://www.dunyahalleri.com/bocek-turleri-buyuk-bir-hizla-yok-oluyor/
3187,teknoloji-bilim,https://www.dunyahalleri.com/amazon-microsoft-ve-google-cinden-cekilme-planlari-yapiyor/
3190,teknoloji-bilim,https://www.dunyahalleri.com/insanlarin-yuruyusunden-duygu-durumunu-anlayabilen-yapay-zeka/
3193,teknoloji-bilim,https://www.dunyahalleri.com/satin-aldiginiz-urunu-iade-edip-etmeyeceginizi-tahmin-eden-yapay-zeka/
3196,teknoloji-bilim,https://www.dunyahalleri.com/buzz-aldrin-marsa-gitmeden-once-aya-yerlesmeliyiz/
3199,teknoloji-bilim,https://www.dunyahalleri.com/trumpin-aciklamasinin-ardindan-gozler-abd-ticaret-bakanliginda/
3202,teknoloji-bilim,https://www.dunyahalleri.com/cevre-dostu-norotoksin-sitma-ile-mucadelede-kullanilabilir/
3205,teknoloji-bilim,https://www.dunyahalleri.com/nasanin-mars-robotuna-2-metrelik-kol-eklenecek/
